MATERIAL_NUMBER,MATERIAL_DESCRIPTION
000000008227438001,PTH Gen2 Elecsys Cal 2
000000009608907001,PSA E2G 100 R1 V2
000000009038264001,<HEV> IgG Elecsys R1
000000007217013529,CEA E2G 100 R2
000000007218222529,PTH E2G 300 R2
000000007235216529,PLGF E2G 100 R2
000000005018528001,MYOGLOB Gen 2 Elecsys R2
000000006219560001,VIT.D (25-OH) total Elecsys PT2
000000007967144001,<p53> Elecsys R1
000000003576957001,PC TNT Elecsys F2 Ctr
000000011821024001,Elecsys Cyfra R2
000000011752588001,FT4 Elecsys V-medium
000000006343384001,CA 15-3 Elecsys CalCheck F2
000000007469519001,IGF-1 Elecsys Cal 1
000000009687912001,iTDM-C cobas MS LeadCal F5
000000008901546001,PC THYRO AB G2 Elecsys Level 2
000000005898609529,CK-MB Gen4 Elecsys CalCheck F1
000000007232578001,Cyclo E2G 100 R2
000000007551738001,Vit.D total Gen2 E2G 300 PT1
000000009670050529,iISD cobas MS Ctr 1 w/o value
000000009400907001,Leerflasche Ku 4 ml (Ver. cara)
000000009025600001,<HEV> IgG Elecsys CalCheck F1
000000008898332001,<TPO> Gen2 Elecsys R2
000000009608214001,<TSHR> E2G 100 R1 V2
000000007967365001,<p53> Elecsys Ctr 2
000000009108980001,FT4 Gen4 E2G 300 R2
000000009130004001,Vit.D total Gen3 Elecsys CC F5
000000009051210001,CA 72-4 E2G 300 R2 V2
000000004874145001,FOLATE Gen3 Elecsys PT2
000000009085866001,PRO-C3 Elecsys Cal 1
000000009604863001,iTDM-A Cobas MS LeadCal F4
000000005034116001,<CMV> IGG Elecsys Cal 1
000000007231873001,PROL Gen2.1 E2G 300 R2
000000005887496001,HE4 Elecsys R1
000000007152809001,HTLV Elecsys Cal 1
000000009604880529,iTDM-A Cobas MS LeadCal F6
000000004727843001,<TG> Elecsys Cal 2 Lyo
000000007229755001,AFP E2G 300 R2
000000008349894529,IGFBP-7 Elecsys Cal 3
000000012237423001,NSE Elecsys Dil
000000007218583001,TSH E2G 300 R2
000000007551916001,Vit.D total Gen2 Elecsys R2
000000007233191529,PTH (1-84) E2G 100 R2
000000009042628001,Vit.D total Gen3 E2G 300 PT1
000000009593233001,iTDM-A cobas MS Cal 3 w/o value
000000005990661001,HSV-1 IGG Elecsys Cal 2
000000011751930001,PSA Elecsys V-medium
000000009025677001,<HEV> IgG Elecsys CalCheck F4
000000009721657529,HIV Duo Gen2 M2 E2G 100 R1
000000009896350001,Dengue IgM E2G 100 R1
000000007171978001,E2 Gen3 Elecsys CalCheck F2
000000008905762001,TG Gen2 E2G 300 R2 V2
000000008949565001,AFP-L3 Elecsys CalCheck F4
000000007230699001,C-PEPTIDE E2G 100 R1
000000005054087001,<CMV> IGM Elecsys Ctr 2
000000007218567529,TSH E2G 300 R1
000000009687874001,iTDM-C cobas MS LeadCal F2
000000009308563001,PCT Gen2 Elecsys CalCheck F4
000000004929667001,PROBNP Gen2 Elecsys CalCheck F2
000000007229712001,AFP Gen1.1 E2G 100 R1
000000007233990529,TOXO IGM E2G 300 R2
000000008363854001,EBV VCA IgG E2G 300 R2
000000007233191001,PTH (1-84) E2G 100 R2
000000005963567001,HGH Elecsys CalCheck F5
000000009607927001,<TG> E2G 100 R1 V2
000000007232918001,HTLV E2G 300 R1
000000007217293529,FER Gen2 E2G 300 R2
000000007250932001,"Ku-Matrix E2G Dil 21,22 ml"
000000009697896967,pT181p CS Elecsys RUO int
000000007305176529,POSTN V2 Elecsys CalCheck F1
000000007232993001,P1NP E2G 100 R1
000000009400893001,Leerflasche Ku 4 ml (Ver. beige)
000000007900074001,Active B12 Elecsys Ctr 2
000000008507368001,ASD Elecsys R2
000000005860237001,LH Elecsys CalCheck F5
000000005022282001,<CCP> Elecsys Cal 1
000000009820817001,<HBs> Gen3 Elecsys R1
000000009950427001,Dengue AG E2G 100 R2
000000005879442001,C-PEPTIDE Elecsys CalCheck F3
000000009110895001,AFP-L3 Elecsys Diluent
000000003333191001,FT3 Gen2 Elecsys R1
000000004681452001,PROL Gen2 Elecsys F8 ML
000000003140229001,HBsAg Elecsys F7 IKP
000000009035478001,<HEV> IgM Elecsys MK F5
000000011968238001,<HBe> Elecsys F5 ML
000000012237164001,DHEAS Elecsys F6 ML
000000006915795529,Syphilis Elecsys Ctr 1
000000007358539001,pTau Elecsys MK F1
000000007936656001,Parvo B19 Elecsys PT2
000000005963389001,HGH Elecsys MK F4
000000012213729001,Digitoxin Elecsys ML5
000000005090288001,PCT Elecsys R2
000000010274662529,Abeta40 Elecsys MK F2
000000007229917529,<HBC> Gen2.2 E2G 100 R2
000000011968254529,Elecsys HBeAg R1
000000007967292001,<p53> Elecsys MK F6
000000010265612529,CA 242 Elecsys Hook Probe
000000007123442529,HBsAG Gen2 Quant Gen2 Elecsys Ctr 3
000000011968696001,CK-MB Elecsys F4 IKP
000000005887046529,HIV COMBI PT Elecsys R1
000000009495096529,IFNg Elecsys MK F4
000000010683732967,Elecsys NPTX2 E2G RUO unlab cas bx
000000012237083001,DHEAS Elecsys Cal 2
000000009191348001,PRO-C3 Elecsys CalCheck F5
000000003333256001,FT3 Gen2 Elecsys F3 ML
000000009607552001,TSH E2G 100 R2 V2
000000006915892001,Syphilis Elecsys MK F3
000000009397655001,Cort Gen3 Elecsys MK F6 Urin
000000010274972529,Abeta40 Elecsys Ctr 2
000000009723919529,sTREM-1 Elecsys R1
000000007547307529,Chagas Elecsys MK F5
000000006518575001,CT Elecsys MK F1
000000005142849001,PLGF Elecsys F8 MK
000000007110090529,SCC Elecsys R2
000000008160651529,PIVKA-II Elecsys MK F4
000000010367199529,<HEV> IgM Elecsys Cal 2 V2
000000011968513001,Myoglobin Elecsys F4 ML
000000005327709001,PCT Elecsys IKP F1 QC
000000012137470001,HIV-COMBI Elecsys F5 ML
000000007551622529,Vit.D total Gen2 Elecsys MK F4
000000005022452001,<CCP> Elecsys F3 MK
000000003140032001,free PSA II Elecsys R2
000000008683379001,Streptavidin Assay Elecsys Bead Buf Fl.
000000008772436001,ASD Elecsys MK F5
000000009698329529,SARS-CoV2-S E2G 100 R2
000000011752847001,CEA Elecsys F2 ML
000000007110332529,SCC Elecsys CalCheck F1
000000010339071529,ApoE4 Gen2 Elecsys MK F1
000000009289992529,SARS-CoV2-S Elecsys MK F3
000000009495061529,IFNg Elecsys MK F3
000000006979840529,SA Coat-Bead Elecsys Abeta42
000000010674199967,NPTX 2 cRUO Elecsys Bulk MK F4
000000009881140001,IgE Gen2 Elecsys MK F3
000000009604901529,iTDM-A Cobas MS LeadCal F8
000000012237911001,Elecsys FSH Cal2 2.Gen.
000000009351540001,SARS-CoV-2 Ag Elecsys MK F2
000000005099226529,IL6 Elecsys R1
000000009684743529,PG I Elecsys MK F2
000000009735127529,GDF-15 RxDx Elecsys MK F3
000000008228965001,PTH Gen2 Elecsys MK F2
000000009880950529,IgE Gen2 Elecsys Cal 1
000000007110081529,SCC Elecsys R1
000000004478240001,T4 Gen2 Elecsys F3 ML
000000011887980001,PNU Gen2 F-OSW
000000011837044001,Freies PSA Elecsys F1 ML
000000006592813529,CYFRA Elecsys CalCheck F3
000000009025430529,<HEV> IgG Elecsys Cal 2
000000004914597001,PROBNP Gen2 Elecsys F2 MK
000000005448085001,TRIG GB Mod P/c701 F1a MBF Lyo
000000009555927529,FSH Gen2 Elecsys Cal 2 V3
000000010165472529,cMyBP-C E2G 100 R1
000000009684743001,PG I Elecsys MK F2
000000011752855001,CEA Elecsys F3 ML
000000009043632529,T3 Elecsys R1 V2
000000008772398001,ASD Elecsys MK F2
000000010653787529,<TPO> Gen3 E2G 300 R1
000000010036435529,Dengue AG Elecsys MK F2
000000005462681001,CK-MB Elecsys CalCheck F1
000000005343836001,TESTO Gen2 Elecsys F6 MK
000000007240589001,"SA Coated Beads E2G 7,2 ml"
000000005327741001,PCT Elecsys IKP F5 QC
000000004874145529,FOLATE Gen3 Elecsys PT2
000000005887615001,HE4 Elecsys MK F4
000000009843531529,NFL Elecsys Cal 1
000000009487913529,IFNg E2G 300 R1
000000006741215529,ISD Elecsys CalCheck F3
000000009684778529,PG I Elecsys MK F4
000000009353267529,HTLV Elecsys R2 V2
000000010036460529,Dengue AG Elecsys MK F5
000000010109599529,sTREM-1 cobas PoC Ctr 1
000000007218567001,TSH E2G 300 R1
000000011897195001,HBsAg Elecsys F7 ML
000000012151839529,B-CL Elecsys R2
000000010674105967,NPTX 2 cRUO Elecsys Ctr 1
000000010674458967,Ab42p cRUO Elecsys Ctr 1
000000007900457001,Active B12 Elecsys MK F4
000000009758364529,ApoE4 Elecsys CalCheck F2
000000006915884001,Syphilis Elecsys MK F2
000000011966987001,<HBc>IgM Elecsys F3 ML
000000011788345001,E2 Elecsys V-medium
000000004871774001,GOT MDH-Lyo-Verschnitt 10542920-301
000000004877381001,PAPP-A Elecsys R2
000000004681266529,PROL Gen2 Elecsys Cal 1
000000006526187529,TG Gen2 Elecsys CalCheck F4
000000007546513529,Chagas Elecsys R1
000000007967276001,<p53> Elecsys MK F4
000000007030703529,<HBs> Gen2 Elecsys R2 RT (200er)
000000007358580529,pTau Elecsys MK F6
000000010674245967,NPTX 2 cRUO Elecsys MK F3
000000004681274529,PROL Gen2 Elecsys Cal 2
000000007734603001,CRP QC-Serum HS F1
000000007734964001,CRP QC-Serum HS F6
000000007231067001,HBSAG Gen2 E2G 300 R1
000000006915671529,Syphilis Elecsys R1
000000007469551001,IGF-1 Elecsys MK F1
000000008259640529,Zika IgG Elecsys MK F6
000000008011940529,<HAV> Gen2.2 Elecsys Cal 1
000000008714096529,EBV VCA IgG Elecsys MK F6
000000003370607001,SHBG Elecsys F1 ML
000000007172087001,E2 Gen3 Elecsys MK F5
000000008329133529,HCV Duo M2 Elecsys Cal 4
000000009903801529,Lyme IgG Elecsys Ctr 1
000000004830253001,<TPO> GEN2 Elecsys MK F3
000000012015633001,TROPONIN-T Gen3 Elecsys F8 IKP
000000009396101001,Cort Gen3 Elecsys MK F1 Speichel
000000011752871001,CEA Elecsys F5 ML
000000008431230529,Biotin MK F4
000000005160278529,SFLT1 Elecsys Cal 1
000000009392831529,CA 242 Elecsys Cal 2
000000007233256529,RUBELLA IGG E2G 100 R1
000000012046806001,CA 125 Elecsys F3 ML
000000008120595529,B-CL Elecsys CalCheck F4
000000008171637529,IGFBP-3 Elecsys MK F2
000000009021680001,<HEV> IgG Elecsys MK F3
000000011752308001,FT3 Elecsys Cal 2
000000009035486001,<HEV> IgM Elecsys MK F6
000000006369766529,<HCV> Gen2 Elecsys R1
000000009881107529,IgE Gen2 Elecsys MK F1
000000012002876001,HIV Ag Elecsys F3 ML
000000011922777001,Cyfra Elecsys F6 ML
000000007172117001,E2 Gen3 Elecsys MK F7
000000009290273529,SARS-CoV2-S Elecsys CalCheck F2
000000009556354529,FSH Elecsys ML F4 V2
000000009607897529,<HCV> Gen2 E2G 100 R2 V2
000000008850747529,Abeta42 Gen2 Elecsys Ctr 1
000000008951756529,PCT Gen2 Elecsys MK F6
000000005573866001,PTH (1-84) Elecsys MK F2
000000009069623001,PLGF Elecsys CalCheck F4
000000007232560529,Cyclo E2G 300 R1
000000009495061001,IFNg Elecsys MK F3
000000005092230001,TROP-T HS Elecsys IKP F7
000000009867236001,Gastrin 17 Elecsys MK F6
000000009056149529,<TPO> Gen2 Elecsys CalCheck F2
000000009344730529,<CCP> Elecsys R1 V2
000000006601979529,Tacro Elecsys R2
000000008507368529,ASD Elecsys R2
000000009867228529,Gastrin 17 Elecsys MK F5
000000004472977529,FT4 Gen2 Elecsys F5 ML
000000010674644967,Ab42p cRUO E2G 100 R2
000000010653442529,<TPO> Gen3 Elecsys Cal 2
000000010599715529,Lyme IgM Elecsys Cal 2
000000010526467529,TBK Gen2 Elecsys MK F3
000000005101255529,IL-6 Elecsys CalCheck F3
000000005054141001,<CMV> IGM Elecsys F3 MK
000000009025642529,<HEV> IgG Elecsys CalCheck F3
000000008368988529,EBV IgM Elecsys Cal 1
000000012048418001,OSTEOC Elecsys ML F3
000000007738277001,CRP QC-Serum Set 1 HS
000000010674067967,NPTX 2 cRUO Elecsys MVR 0-Stand Ctr
000000012015781001,PTH Elecsys ML 4
000000007358547529,pTau Elecsys MK F2
000000007967420529,<p53> Elecsys Cal 2
000000010673770967,YKL 40 cRUO Elecsys MVR R2
000000009085017001,PRO-C3 Elecsys MK F2
000000009393293529,CA 242 Elecsys MK F2
000000009128875001,Vit.D total Gen3 Elecsys MK F1
000000008779384001,AFP-L3 E2G 100 PT2
000000009488006001,IFNg Elecsys Ctr 2
000000004817010001,RUBELLA IGM Elecsys R1
000000009763996529,iTDM-C cobas MS CalCheck F3 w/o value
000000004962567529,<TSHR> Elecsys PT Reagenz
000000011728598001,Elecsys BlankCell B2
000000009069607001,PLGF Elecsys CalCheck F2
000000012002973001,Elecsys IgE Cal 2
000000008692408001,HBsAg G2 Auto Conf E2G PT2 Contr
000000007232055529,VITAMIN D total E2G 300 R2
000000008495793001,<HBs> Gen2 E2G 300 R1 V2
000000007551959529,Vit.D total Gen2 E2G 100 R2
000000007305249529,POSTN V2 Elecsys CalCheck F4
000000007551738529,Vit.D total Gen2 E2G 300 PT1
000000005090326001,PCT Elecsys Cal1
000000008368864001,EBV IgM Elecsys R1
000000008495831001,<HBs> Gen2 Elecsys R2 RT V2
000000007233523001,B-CL E2G 100 R1
000000009129952001,Vit.D total Gen3 Elecsys CC F2
000000011752626001,FT3 Elecsys V-medium
000000004991788001,<TSHR> Elecsys CalCheck F3
000000007233736529,Tacro E2G 300 R2
000000007231067529,HBSAG Gen2 E2G 300 R1
000000012205696001,Elecsys NSE R1
000000008898367001,<TPO> Gen2 E2G 300 R2
000000009486542001,Chagas Elecsys Release Control
000000008774501001,PSA E2G 300 R1 V2
000000005859450001,DHEAS Elecsys CalCheck F2
000000009669876529,iISD cobas MS Lead Cal F1
000000005939470001,<CMV> IGG Avidity Elecsys Diluent
000000006885632001,PC HIV Gen2 Elecsys Level 5
000000008472041001,<TSHR> E2G 300 R1 V2
000000005092124529,TROP-T HS Elecsys Cal2
000000007401388529,Leerflasche ePack E2G (21ml)
000000009038299001,<HEV> IgG E2G 300 R1
000000009604901001,iTDM-A Cobas MS LeadCal F8
000000007358423001,pTau Elecsys Cal 2
000000005054052001,<CMV> IGM Elecsys Cal 2
000000007187742001,Prog Gen3 Elecsys CalCheck F4
000000011968637001,T4 Gen2 Elecsys R2
000000007231407001,TG Gen2 E2G 100 R1
000000009669876001,iISD cobas MS Lead Cal F1
000000007230796001,CYFRA E2G 300 R1
000000009598618001,ApoE4 Elecsys Cal 1
000000009583823001,TNT Gen6 E2G 300 R2
000000007564341001,Vit.D total Gen2 Elecsys CalCheck F2
000000009085939001,PRO-C3 Elecsys R2
000000006979823001,Abeta42 Elecsys R1
000000005898625529,CK-MB Gen4 Elecsys CalCheck F3
000000006343414001,CA 15-3 Elecsys CalCheck F5
000000004680294001,TOXO IGG Elecsys Cal 1
000000006863990001,AMH Elecsys R2
000000007230176529,<HCV> Gen2 E2G 300 R2
000000010158115967,NfL Elecsys E2G 100 RUO bx int
000000011968262001,Elecsys HBeAg R2
000000008431086001,Biotin SV Ctr 2
000000009733680529,iSV Cobas MS LeadCal F6
000000005447666001,ALD Uv TC F2 10123838 NADH-Lyo
000000008428905529,Biotin E2G 300 R1
000000009340025001,<HBc> G2 quant E2G 250 R1
000000011967169529,<HBe> Elecsys Cal 1 neg
000000005985714001,INSULIN Elecsys CalCheck F1
000000006512160001,Cort Gen2 Elecsys R2
000000006219624001,Vitamin D Elecsys CC F4
000000009763970529,iTDM-C cobas MS CalCheck F1 w/o value
000000004490584001,ACTH Elecsys Cal 2
000000007216769529,CA 125 Gen2 E2G 300 R2
000000004869141001,FREE HCGB Elecsys R1
000000012017539001,Elecsys Insulin Cal 2
000000009556362001,FSH Elecsys ML F5 V2
000000009720375001,iTDM-B cobas MS Ctr 2 w/o value
000000009196048001,<TG> E2G 300 R1 V2
000000004680294529,TOXO IGG Elecsys Cal 1
000000007233523529,B-CL E2G 100 R1
000000003045196001,anti TG Elecsys V-low
000000005877628001,CA 19-9 Elecsys CalCheck F5
000000007233639529,Syphilis E2G 300 R1
000000007233710529,Tacro E2G 300 R1
000000008923051001,AMH E2G 100 R2 V2
000000006270603001,T3 Elecsys CalCheck F3
000000003576949001,PC TNT Elecsys F1 Ctr
000000009959203001,Rubella IgG Elecsys Ctr 2 V2
000000009363173001,Chagas Elecsys R2 V2
000000005887712001,HE4 Elecsys CalCheck F5
000000008806616001,PC HCC Elecsys Level 1 V2
000000008922985001,S100 Elecsys R2 V2
000000011752014001,Elecsys T3 Calibrator 2
000000011753886001,Dil Elecsys Ku-Matrix
000000007152825529,HTLV Elecsys Cal 2
000000009191321001,PTH (1-84) Elecsys R1 V2
000000009069631001,PLGF Elecsys CalCheck F5
000000004546083001,FERRITIN Elecsys R1 (200er)
000000007218478529,TESTO Gen2 E2G 300 R1
000000007230249529,<TSHR> E2G 300 R1
000000007234856001,HSV-2 IGG E2G 100 R2
000000010217545967,Anti-AAVrh74 PC Elecsys RUO bx int
000000009721967001,HIV Duo Gen2 M2 Elecsys Cal 4
000000007232497001,<CMV> IGM E2G 300 R2
000000009232168001,AFP Elecsys R2 (200er) V2
000000008782075001,Abeta42 Gen2 E2G 100 R1
000000009023933001,<HEV> IgG Elecsys Ctr 1
000000004873335001,FOLATE Gen3 Elecsys Cal 2
000000003044483001,Elecsys CA 125 Cal 2
000000009489703001,TNT Gen6 Elecsys Ctr 3
000000009658238529,iIC cobas MS Level 4
000000005990602001,HSV-1 IGG Elecsys R2
000000009609571529,Folate Gen3 E2G 100 R2 V2
000000004366409001,FER Gen2 Elecsys R2
000000007233299529,RUBELLA IGG E2G 300 R2
000000008356696001,EBV EBNA IgG E2G 300 R1
000000007217951529,PROBNP Gen2 E2G 300 R1
000000005089590001,TSH Gen2 Elecsys CalCheck F2
000000008694036529,PC EBV-M-G Elecsys Level 3
000000006219616001,Vitamin D Elecsys CC F3
000000004680227529,TOXO IGM Elecsys Cal 2
000000007232462529,<CMV> IGM E2G 300 R1
000000008329028001,HCV Duo M1 Elecsys Cal 1
000000008331499001,HCV Duo Elecsys Ctr 3
000000007230001529,<HBc>IgM E2G 300 R2
000000005963249001,HGH Elecsys R2
000000011752464001,Elecsys FT4 Calibrator 2
000000009698671967,Anti-AAVrh74 PC Elecsys RUO int
000000009042792001,Vit.D total Gen3 E2G 300 R2
000000009351680001,SARS-CoV-2 Ag Elecsys R2 (200er)
000000008245703001,Zika IgG Elecsys Cal 1
000000007233370529,RUBELLA IGM E2G 100 R2
000000011753304001,Elecsys TSH R2
000000007226233001,ISD-E Elecsys Cal 2
000000007231954529,TROPONIN-T Gen3 E2G 300 R2
000000009687947001,iTDM-C cobas MS LeadCal F7
000000007547153001,Chagas Elecsys Cal 2
000000007217706001,FT4 Gen2 E2G 300 R2
000000009810994001,iTDM-B Cobas MS LeadCal F2
000000009733671001,iSV Cobas MS LeadCal F5
000000011963554529,Elecsys Anti-HBc-IgM Cal 1 neg
000000005846609001,PC Varia Elecsys Level 0
000000006915671001,Syphilis Elecsys R1
000000009489568001,IFNg Elecsys Cal 1
000000005462797001,HCG Elecsys CalCheck F3
000000007551568529,Vit.D total Gen2 Elecsys Cal 2
000000010286504529,pT217p Elecsys MK F1
000000009085041001,PRO-C3 Elecsys MK F5
000000009723510529,sTREM-1 Elecsys CalCheck F1
000000007232578529,Cyclo E2G 100 R2
000000009013130529,sBCMA E2G 100 R1
000000007967241001,<p53> Elecsys MK F1
000000010674288967,YKL 40 cRUO Elecsys MVR 0-Stand Cal
000000005887607001,HE4 Elecsys MK F3
000000009351515529,SARS-CoV-2 Ag Elecsys MK F1
000000007747306529,pTau Elecsys CC F3
000000009609121001,FT4 Gen4 E2G 100 R1
000000007231504001,INSULIN E2G 300 R1
000000005448093001,TRIG GB ModP/c701 F2a/F3a MBF Lyo
000000009723862001,sTREM-1 Elecsys MK F5
000000012132478001,PPU F1-oSw 3ml
000000009449353001,PCT Gen2 Elecsys IKP F10
000000008171637001,IGFBP-3 Elecsys MK F2
000000008160678529,PIVKA-II Elecsys MK F6
000000012237946529,CA 125 Gen2 Elecsys R1
000000009557024001,LH Elecsys ML F4 V2
000000005092329529,TROP-T Gen.5 Elecsys CalCheck F2
000000010081848001,DHEAS Gen2 Elecsys MK F4
000000011460404001,C.f.a.s.-CK MB F-OSW
000000009698051529,EBV IgM E2G 100 R1
000000004914635001,PROBNP Gen2 Elecsys F5 MK
000000009687866529,iTDM-C cobas MS LeadCal F1
000000006980333001,GDF-15 Elecsys MK F5
000000011968483001,Myoglobin Elecsys F1 ML
000000009396446529,Cort Gen3 E2G 300 R1
000000007967292529,<p53> Elecsys MK F6
000000009606157001,ApoE4 Elecsys MK F1
000000005343828001,TESTO Gen2 Elecsys F5 MK
000000009219552529,Anti-SARS-CoV-2 Elecsys Ctr 2
000000008178615529,Zika IgG E2G 100 R2
000000007900490529,Active B12 Elecsys MK F6
000000003333230001,FT3 Gen2 Elecsys F1 ML
000000009175172529,PIVKA-II E2G 300 R2 V2
000000010318406001,Dengue IgM Elecsys MK F4
000000004989520529,<HBC> Gen2.1 Elecsys Ctr1
000000008331421529,HCV Duo Elecsys Ctr 1
000000009229221529,FOLATE Gen3 E2G 300 R1 V2
000000009733671529,iSV Cobas MS LeadCal F5
000000007226276529,PC ISD-E Elecsys Level 2
000000011751891001,PSA Elecsys F4 ML
000000007900392001,Active B12 Elecsys MK F1
000000008132836529,IGFBP-3 Elecsys Cal 1
000000012017440001,Elecsys Cortisol R1
000000009556834529,LH Elecsys CalCheck F1 V2
000000011753703001,HCG Elecsys F1 ML
000000004681690001,ACTH Elecsys F3 MK
000000008720215001,Biotin Stock-Lyo F2 pos
000000006518583001,CT Elecsys MK F2
000000007650507001,PCCC1 bottle w/o. values for OEM
000000005142806001,PLGF Elecsys F5 MK
000000008356696529,EBV EBNA IgG E2G 300 R1
000000005092205001,TROP-T HS Elecsys IKP F4
000000008120552529,B-CL Elecsys CalCheck F1
000000007358466529,pTau Elecsys Ctr 2
000000007900317529,Active B12 Elecsys Cal 1
000000011968734001,CK-MB Elecsys F8 IKP
000000007123434529,HBsAG Gen2 Quant Gen2 Elecsys Ctr 2
000000005090466001,PCT Elecsys MK F2
000000007936591001,Parvo B19 Elecsys R2 (200er)
000000011813293001,Prog Elecsys V-high
000000006592708529,CYFRA Elecsys CalCheck F1
000000008472041529,<TSHR> E2G 300 R1 V2
000000007746865529,tTau Elecsys CalCheck F3
000000008806624529,PC HCC Elecsys Level 2 V2
000000008806519529,AFP-L3 Elecsys MK F5
000000009021701529,<HEV> IgG Elecsys MK F5
000000009129987529,Vit.D total Gen3 Elecsys CC F3
000000010036486529,Dengue AG Elecsys MK F7
000000006979980001,Abeta42 Elecsys MK F1
000000004473060001,TSH Gen.2 Elecsys F5 ML
000000009744681529,pT181p Elecsys CalCheck F2
000000005101336529,IL-6 Elecsys CalCheck F5
000000008495831529,<HBs> Gen2 Elecsys R2 RT V2
000000010673982967,NPTX 2 cRUO Elecsys MVR Sto-Lsg Cal
000000012237172001,DHEAS Elecsys F7 ML
000000009449264529,PCT Gen2 Elecsys IKP F5
000000009449175001,PCT Gen2 Elecsys IKP F3
000000009687904529,iTDM-C cobas MS LeadCal F4
000000008779422529,AFP-L3 Elecsys R2
000000009014497529,sBCMA Elecsys MK F2
000000009351566529,SARS-CoV-2 Ag Elecsys MK F4
000000004962699001,<TSHR> Elecsys F1 MK
000000009187090529,B-CL Elecsys  R1 V2
000000008497958529,TROP-T HS Elecsys R1 (200er) V2
000000009486518529,<CMV> IGG Elecsys Release Control
000000008851310529,Abeta42 Gen2 Elecsys Cal 2
000000010674504967,Ab42p cRUO Elecsys Bulk MK F1
000000007240554529,"SA Coated Beads E2G 6,1 ml"
000000003332942529,S100 Elecsys R1
000000010599553529,Lyme IgM E2G 300 R1
000000009309993001,SARS-CoV2-S Elecsys MK F6
000000009786848529,SARS-COV-2 AG E2G 100 R1
000000009191330529,PTH (1-84) E2G 100 R1 V2
000000009309993529,SARS-CoV2-S Elecsys MK F6
000000010683716967,Elecsys AB42P V2 E2G RUO unlab cas bx
000000009290036529,SARS-CoV2-S Elecsys MK F4
000000009635017001,TNT Gen6 E2G 100 R1
